Sexo;Grupo quinquenal de edad;País de nacimiento;Nacionalidad;País destino;Periodo;Total
Ambos sexos;De 20 a 24 años;España;Total;México;2021S1;4
Ambos sexos;De 20 a 24 años;España;Total;México;2020S2;3
Ambos sexos;De 20 a 24 años;España;Total;México;2020S1;9
Ambos sexos;De 20 a 24 años;España;Total;México;2019S2;10
Ambos sexos;De 20 a 24 años;España;Total;México;2019S1;6
Ambos sexos;De 20 a 24 años;España;Total;México;2018S2;7
Ambos sexos;De 20 a 24 años;España;Total;México;2018S1;11
Ambos sexos;De 20 a 24 años;España;Total;México;2017S2;19
Ambos sexos;De 20 a 24 años;España;Total;México;2017S1;12
Ambos sexos;De 20 a 24 años;España;Total;México;2016S2;15
Ambos sexos;De 20 a 24 años;España;Total;México;2016S1;27
Ambos sexos;De 20 a 24 años;España;Total;México;2015S2;29
Ambos sexos;De 20 a 24 años;España;Total;México;2015S1;24
Ambos sexos;De 20 a 24 años;España;Total;México;2014S2;16
Ambos sexos;De 20 a 24 años;España;Total;México;2014S1;4
Ambos sexos;De 20 a 24 años;España;Total;México;2013S2;5
Ambos sexos;De 20 a 24 años;España;Total;México;2013S1;7
Ambos sexos;De 20 a 24 años;España;Total;México;2012S2;9
Ambos sexos;De 20 a 24 años;España;Total;México;2012S1;3
Ambos sexos;De 20 a 24 años;España;Total;México;2011S2;6
Ambos sexos;De 20 a 24 años;España;Total;México;2011S1;2
Ambos sexos;De 20 a 24 años;España;Total;México;2010S2;2
Ambos sexos;De 20 a 24 años;España;Total;México;2010S1;7
Ambos sexos;De 20 a 24 años;España;Total;México;2009S2;10
Ambos sexos;De 20 a 24 años;España;Total;México;2009S1;11
Ambos sexos;De 20 a 24 años;España;Total;México;2008S2;6
Ambos sexos;De 20 a 24 años;España;Total;México;2008S1;11
Ambos sexos;De 20 a 24 años;España;Total;Canadá;2021S1;14
Ambos sexos;De 20 a 24 años;España;Total;Canadá;2020S2;7
Ambos sexos;De 20 a 24 años;España;Total;Canadá;2020S1;6
Ambos sexos;De 20 a 24 años;España;Total;Canadá;2019S2;3
Ambos sexos;De 20 a 24 años;España;Total;Canadá;2019S1;7
Ambos sexos;De 20 a 24 años;España;Total;Canadá;2018S2;7
Ambos sexos;De 20 a 24 años;España;Total;Canadá;2018S1;6
Ambos sexos;De 20 a 24 años;España;Total;Canadá;2017S2;5
Ambos sexos;De 20 a 24 años;España;Total;Canadá;2017S1;7
Ambos sexos;De 20 a 24 años;España;Total;Canadá;2016S2;9
Ambos sexos;De 20 a 24 años;España;Total;Canadá;2016S1;12
Ambos sexos;De 20 a 24 años;España;Total;Canadá;2015S2;7
Ambos sexos;De 20 a 24 años;España;Total;Canadá;2015S1;6
Ambos sexos;De 20 a 24 años;España;Total;Canadá;2014S2;12
Ambos sexos;De 20 a 24 años;España;Total;Canadá;2014S1;4
Ambos sexos;De 20 a 24 años;España;Total;Canadá;2013S2;8
Ambos sexos;De 20 a 24 años;España;Total;Canadá;2013S1;9
Ambos sexos;De 20 a 24 años;España;Total;Canadá;2012S2;10
Ambos sexos;De 20 a 24 años;España;Total;Canadá;2012S1;6
Ambos sexos;De 20 a 24 años;España;Total;Canadá;2011S2;1
Ambos sexos;De 20 a 24 años;España;Total;Canadá;2011S1;8
Ambos sexos;De 20 a 24 años;España;Total;Canadá;2010S2;6
Ambos sexos;De 20 a 24 años;España;Total;Canadá;2010S1;4
Ambos sexos;De 20 a 24 años;España;Total;Canadá;2009S2;5
Ambos sexos;De 20 a 24 años;España;Total;Canadá;2009S1;6
Ambos sexos;De 20 a 24 años;España;Total;Canadá;2008S2;2
Ambos sexos;De 20 a 24 años;España;Total;Canadá;2008S1;2
Ambos sexos;De 20 a 24 años;España;Total;Centro América y Caribe;2021S1;17
Ambos sexos;De 20 a 24 años;España;Total;Centro América y Caribe;2020S2;9
Ambos sexos;De 20 a 24 años;España;Total;Centro América y Caribe;2020S1;22
Ambos sexos;De 20 a 24 años;España;Total;Centro América y Caribe;2019S2;14
Ambos sexos;De 20 a 24 años;España;Total;Centro América y Caribe;2019S1;15
Ambos sexos;De 20 a 24 años;España;Total;Centro América y Caribe;2018S2;13
Ambos sexos;De 20 a 24 años;España;Total;Centro América y Caribe;2018S1;18
Ambos sexos;De 20 a 24 años;España;Total;Centro América y Caribe;2017S2;16
Ambos sexos;De 20 a 24 años;España;Total;Centro América y Caribe;2017S1;20
Ambos sexos;De 20 a 24 años;España;Total;Centro América y Caribe;2016S2;23
Ambos sexos;De 20 a 24 años;España;Total;Centro América y Caribe;2016S1;29
Ambos sexos;De 20 a 24 años;España;Total;Centro América y Caribe;2015S2;29
Ambos sexos;De 20 a 24 años;España;Total;Centro América y Caribe;2015S1;19
Ambos sexos;De 20 a 24 años;España;Total;Centro América y Caribe;2014S2;13
Ambos sexos;De 20 a 24 años;España;Total;Centro América y Caribe;2014S1;13
Ambos sexos;De 20 a 24 años;España;Total;Centro América y Caribe;2013S2;10
Ambos sexos;De 20 a 24 años;España;Total;Centro América y Caribe;2013S1;16
Ambos sexos;De 20 a 24 años;España;Total;Centro América y Caribe;2012S2;9
Ambos sexos;De 20 a 24 años;España;Total;Centro América y Caribe;2012S1;11
Ambos sexos;De 20 a 24 años;España;Total;Centro América y Caribe;2011S2;12
Ambos sexos;De 20 a 24 años;España;Total;Centro América y Caribe;2011S1;12
Ambos sexos;De 20 a 24 años;España;Total;Centro América y Caribe;2010S2;10
Ambos sexos;De 20 a 24 años;España;Total;Centro América y Caribe;2010S1;12
Ambos sexos;De 20 a 24 años;España;Total;Centro América y Caribe;2009S2;6
Ambos sexos;De 20 a 24 años;España;Total;Centro América y Caribe;2009S1;10
Ambos sexos;De 20 a 24 años;España;Total;Centro América y Caribe;2008S2;14
Ambos sexos;De 20 a 24 años;España;Total;Centro América y Caribe;2008S1;20
Ambos sexos;De 20 a 24 años;España;Total;Cuba;2021S1;1
Ambos sexos;De 20 a 24 años;España;Total;Cuba;2020S2;0
Ambos sexos;De 20 a 24 años;España;Total;Cuba;2020S1;2
Ambos sexos;De 20 a 24 años;España;Total;Cuba;2019S2;1
Ambos sexos;De 20 a 24 años;España;Total;Cuba;2019S1;1
Ambos sexos;De 20 a 24 años;España;Total;Cuba;2018S2;3
Ambos sexos;De 20 a 24 años;España;Total;Cuba;2018S1;2
Ambos sexos;De 20 a 24 años;España;Total;Cuba;2017S2;1
Ambos sexos;De 20 a 24 años;España;Total;Cuba;2017S1;1
Ambos sexos;De 20 a 24 años;España;Total;Cuba;2016S2;1
Ambos sexos;De 20 a 24 años;España;Total;Cuba;2016S1;3
Ambos sexos;De 20 a 24 años;España;Total;Cuba;2015S2;1
Ambos sexos;De 20 a 24 años;España;Total;Cuba;2015S1;0
Ambos sexos;De 20 a 24 años;España;Total;Cuba;2014S2;0
Ambos sexos;De 20 a 24 años;España;Total;Cuba;2014S1;0
Ambos sexos;De 20 a 24 años;España;Total;Cuba;2013S2;1
Ambos sexos;De 20 a 24 años;España;Total;Cuba;2013S1;0
Ambos sexos;De 20 a 24 años;España;Total;Cuba;2012S2;0
Ambos sexos;De 20 a 24 años;España;Total;Cuba;2012S1;0
Ambos sexos;De 20 a 24 años;España;Total;Cuba;2011S2;3
Ambos sexos;De 20 a 24 años;España;Total;Cuba;2011S1;4
Ambos sexos;De 20 a 24 años;España;Total;Cuba;2010S2;1
Ambos sexos;De 20 a 24 años;España;Total;Cuba;2010S1;1
Ambos sexos;De 20 a 24 años;España;Total;Cuba;2009S2;2
Ambos sexos;De 20 a 24 años;España;Total;Cuba;2009S1;1
Ambos sexos;De 20 a 24 años;España;Total;Cuba;2008S2;4
Ambos sexos;De 20 a 24 años;España;Total;Cuba;2008S1;1
Ambos sexos;De 20 a 24 años;España;Total;Honduras;2021S1;0
Ambos sexos;De 20 a 24 años;España;Total;Honduras;2020S2;1
Ambos sexos;De 20 a 24 años;España;Total;Honduras;2020S1;1
Ambos sexos;De 20 a 24 años;España;Total;Honduras;2019S2;0
Ambos sexos;De 20 a 24 años;España;Total;Honduras;2019S1;0
Ambos sexos;De 20 a 24 años;España;Total;Honduras;2018S2;0
Ambos sexos;De 20 a 24 años;España;Total;Honduras;2018S1;0
Ambos sexos;De 20 a 24 años;España;Total;Honduras;2017S2;1
Ambos sexos;De 20 a 24 años;España;Total;Honduras;2017S1;0
Ambos sexos;De 20 a 24 años;España;Total;Honduras;2016S2;0
Ambos sexos;De 20 a 24 años;España;Total;Honduras;2016S1;0
Ambos sexos;De 20 a 24 años;España;Total;Honduras;2015S2;1
Ambos sexos;De 20 a 24 años;España;Total;Honduras;2015S1;1
Ambos sexos;De 20 a 24 años;España;Total;Honduras;2014S2;0
Ambos sexos;De 20 a 24 años;España;Total;Honduras;2014S1;0
Ambos sexos;De 20 a 24 años;España;Total;Honduras;2013S2;0
Ambos sexos;De 20 a 24 años;España;Total;Honduras;2013S1;1
Ambos sexos;De 20 a 24 años;España;Total;Honduras;2012S2;0
Ambos sexos;De 20 a 24 años;España;Total;Honduras;2012S1;0
Ambos sexos;De 20 a 24 años;España;Total;Honduras;2011S2;0
Ambos sexos;De 20 a 24 años;España;Total;Honduras;2011S1;0
Ambos sexos;De 20 a 24 años;España;Total;Honduras;2010S2;""
Ambos sexos;De 20 a 24 años;España;Total;Honduras;2010S1;""
Ambos sexos;De 20 a 24 años;España;Total;Honduras;2009S2;0
Ambos sexos;De 20 a 24 años;España;Total;Honduras;2009S1;1
Ambos sexos;De 20 a 24 años;España;Total;Honduras;2008S2;0
Ambos sexos;De 20 a 24 años;España;Total;Honduras;2008S1;2
Ambos sexos;De 20 a 24 años;España;Total;Nicaragua;2021S1;0
Ambos sexos;De 20 a 24 años;España;Total;Nicaragua;2020S2;0
Ambos sexos;De 20 a 24 años;España;Total;Nicaragua;2020S1;0
Ambos sexos;De 20 a 24 años;España;Total;Nicaragua;2019S2;0
Ambos sexos;De 20 a 24 años;España;Total;Nicaragua;2019S1;0
Ambos sexos;De 20 a 24 años;España;Total;Nicaragua;2018S2;0
Ambos sexos;De 20 a 24 años;España;Total;Nicaragua;2018S1;0
Ambos sexos;De 20 a 24 años;España;Total;Nicaragua;2017S2;1
Ambos sexos;De 20 a 24 años;España;Total;Nicaragua;2017S1;0
Ambos sexos;De 20 a 24 años;España;Total;Nicaragua;2016S2;0
Ambos sexos;De 20 a 24 años;España;Total;Nicaragua;2016S1;0
Ambos sexos;De 20 a 24 años;España;Total;Nicaragua;2015S2;0
Ambos sexos;De 20 a 24 años;España;Total;Nicaragua;2015S1;0
Ambos sexos;De 20 a 24 años;España;Total;Nicaragua;2014S2;2
Ambos sexos;De 20 a 24 años;España;Total;Nicaragua;2014S1;0
Ambos sexos;De 20 a 24 años;España;Total;Nicaragua;2013S2;""
Ambos sexos;De 20 a 24 años;España;Total;Nicaragua;2013S1;0
Ambos sexos;De 20 a 24 años;España;Total;Nicaragua;2012S2;0
Ambos sexos;De 20 a 24 años;España;Total;Nicaragua;2012S1;0
Ambos sexos;De 20 a 24 años;España;Total;Nicaragua;2011S2;1
Ambos sexos;De 20 a 24 años;España;Total;Nicaragua;2011S1;1
Ambos sexos;De 20 a 24 años;España;Total;Nicaragua;2010S2;3
Ambos sexos;De 20 a 24 años;España;Total;Nicaragua;2010S1;""
Ambos sexos;De 20 a 24 años;España;Total;Nicaragua;2009S2;0
Ambos sexos;De 20 a 24 años;España;Total;Nicaragua;2009S1;0
Ambos sexos;De 20 a 24 años;España;Total;Nicaragua;2008S2;0
Ambos sexos;De 20 a 24 años;España;Total;Nicaragua;2008S1;""
Ambos sexos;De 20 a 24 años;España;Total;República Dominicana;2021S1;11
Ambos sexos;De 20 a 24 años;España;Total;República Dominicana;2020S2;5
Ambos sexos;De 20 a 24 años;España;Total;República Dominicana;2020S1;9
Ambos sexos;De 20 a 24 años;España;Total;República Dominicana;2019S2;8
Ambos sexos;De 20 a 24 años;España;Total;República Dominicana;2019S1;9
Ambos sexos;De 20 a 24 años;España;Total;República Dominicana;2018S2;6
Ambos sexos;De 20 a 24 años;España;Total;República Dominicana;2018S1;9
Ambos sexos;De 20 a 24 años;España;Total;República Dominicana;2017S2;8
Ambos sexos;De 20 a 24 años;España;Total;República Dominicana;2017S1;13
Ambos sexos;De 20 a 24 años;España;Total;República Dominicana;2016S2;19
Ambos sexos;De 20 a 24 años;España;Total;República Dominicana;2016S1;6
Ambos sexos;De 20 a 24 años;España;Total;República Dominicana;2015S2;16
Ambos sexos;De 20 a 24 años;España;Total;República Dominicana;2015S1;10
Ambos sexos;De 20 a 24 años;España;Total;República Dominicana;2014S2;4
Ambos sexos;De 20 a 24 años;España;Total;República Dominicana;2014S1;8
Ambos sexos;De 20 a 24 años;España;Total;República Dominicana;2013S2;3
Ambos sexos;De 20 a 24 años;España;Total;República Dominicana;2013S1;8
Ambos sexos;De 20 a 24 años;España;Total;República Dominicana;2012S2;3
Ambos sexos;De 20 a 24 años;España;Total;República Dominicana;2012S1;5
Ambos sexos;De 20 a 24 años;España;Total;República Dominicana;2011S2;7
Ambos sexos;De 20 a 24 años;España;Total;República Dominicana;2011S1;5
Ambos sexos;De 20 a 24 años;España;Total;República Dominicana;2010S2;3
Ambos sexos;De 20 a 24 años;España;Total;República Dominicana;2010S1;1
Ambos sexos;De 20 a 24 años;España;Total;República Dominicana;2009S2;1
Ambos sexos;De 20 a 24 años;España;Total;República Dominicana;2009S1;5
Ambos sexos;De 20 a 24 años;España;Total;República Dominicana;2008S2;4
Ambos sexos;De 20 a 24 años;España;Total;República Dominicana;2008S1;5
Ambos sexos;De 20 a 24 años;España;Total;Otro país de Centro América y Caribe;2021S1;5
Ambos sexos;De 20 a 24 años;España;Total;Otro país de Centro América y Caribe;2020S2;3
Ambos sexos;De 20 a 24 años;España;Total;Otro país de Centro América y Caribe;2020S1;10
Ambos sexos;De 20 a 24 años;España;Total;Otro país de Centro América y Caribe;2019S2;5
Ambos sexos;De 20 a 24 años;España;Total;Otro país de Centro América y Caribe;2019S1;5
Ambos sexos;De 20 a 24 años;España;Total;Otro país de Centro América y Caribe;2018S2;4
Ambos sexos;De 20 a 24 años;España;Total;Otro país de Centro América y Caribe;2018S1;7
Ambos sexos;De 20 a 24 años;España;Total;Otro país de Centro América y Caribe;2017S2;5
Ambos sexos;De 20 a 24 años;España;Total;Otro país de Centro América y Caribe;2017S1;6
Ambos sexos;De 20 a 24 años;España;Total;Otro país de Centro América y Caribe;2016S2;3
Ambos sexos;De 20 a 24 años;España;Total;Otro país de Centro América y Caribe;2016S1;19
Ambos sexos;De 20 a 24 años;España;Total;Otro país de Centro América y Caribe;2015S2;11
Ambos sexos;De 20 a 24 años;España;Total;Otro país de Centro América y Caribe;2015S1;8
Ambos sexos;De 20 a 24 años;España;Total;Otro país de Centro América y Caribe;2014S2;6
Ambos sexos;De 20 a 24 años;España;Total;Otro país de Centro América y Caribe;2014S1;4
Ambos sexos;De 20 a 24 años;España;Total;Otro país de Centro América y Caribe;2013S2;5
Ambos sexos;De 20 a 24 años;España;Total;Otro país de Centro América y Caribe;2013S1;8
Ambos sexos;De 20 a 24 años;España;Total;Otro país de Centro América y Caribe;2012S2;5
Ambos sexos;De 20 a 24 años;España;Total;Otro país de Centro América y Caribe;2012S1;5
Ambos sexos;De 20 a 24 años;España;Total;Otro país de Centro América y Caribe;2011S2;1
Ambos sexos;De 20 a 24 años;España;Total;Otro país de Centro América y Caribe;2011S1;2
Ambos sexos;De 20 a 24 años;España;Total;Otro país de Centro América y Caribe;2010S2;2
Ambos sexos;De 20 a 24 años;España;Total;Otro país de Centro América y Caribe;2010S1;10
Ambos sexos;De 20 a 24 años;España;Total;Otro país de Centro América y Caribe;2009S2;2
Ambos sexos;De 20 a 24 años;España;Total;Otro país de Centro América y Caribe;2009S1;2
Ambos sexos;De 20 a 24 años;España;Total;Otro país de Centro América y Caribe;2008S2;5
Ambos sexos;De 20 a 24 años;España;Total;Otro país de Centro América y Caribe;2008S1;11
Ambos sexos;De 20 a 24 años;España;Total;Sudamérica;2021S1;44
Ambos sexos;De 20 a 24 años;España;Total;Sudamérica;2020S2;19
Ambos sexos;De 20 a 24 años;España;Total;Sudamérica;2020S1;57
Ambos sexos;De 20 a 24 años;España;Total;Sudamérica;2019S2;44
Ambos sexos;De 20 a 24 años;España;Total;Sudamérica;2019S1;54
Ambos sexos;De 20 a 24 años;España;Total;Sudamérica;2018S2;48
Ambos sexos;De 20 a 24 años;España;Total;Sudamérica;2018S1;63
Ambos sexos;De 20 a 24 años;España;Total;Sudamérica;2017S2;45
Ambos sexos;De 20 a 24 años;España;Total;Sudamérica;2017S1;61
Ambos sexos;De 20 a 24 años;España;Total;Sudamérica;2016S2;76
Ambos sexos;De 20 a 24 años;España;Total;Sudamérica;2016S1;86
Ambos sexos;De 20 a 24 años;España;Total;Sudamérica;2015S2;105
Ambos sexos;De 20 a 24 años;España;Total;Sudamérica;2015S1;104
Ambos sexos;De 20 a 24 años;España;Total;Sudamérica;2014S2;82
Ambos sexos;De 20 a 24 años;España;Total;Sudamérica;2014S1;114
Ambos sexos;De 20 a 24 años;España;Total;Sudamérica;2013S2;96
Ambos sexos;De 20 a 24 años;España;Total;Sudamérica;2013S1;85
Ambos sexos;De 20 a 24 años;España;Total;Sudamérica;2012S2;87
Ambos sexos;De 20 a 24 años;España;Total;Sudamérica;2012S1;68
Ambos sexos;De 20 a 24 años;España;Total;Sudamérica;2011S2;81
Ambos sexos;De 20 a 24 años;España;Total;Sudamérica;2011S1;58
Ambos sexos;De 20 a 24 años;España;Total;Sudamérica;2010S2;75
Ambos sexos;De 20 a 24 años;España;Total;Sudamérica;2010S1;48
Ambos sexos;De 20 a 24 años;España;Total;Sudamérica;2009S2;44
Ambos sexos;De 20 a 24 años;España;Total;Sudamérica;2009S1;53
Ambos sexos;De 20 a 24 años;España;Total;Sudamérica;2008S2;42
Ambos sexos;De 20 a 24 años;España;Total;Sudamérica;2008S1;42
Ambos sexos;De 20 a 24 años;España;Total;Argentina;2021S1;3
Ambos sexos;De 20 a 24 años;España;Total;Argentina;2020S2;1
Ambos sexos;De 20 a 24 años;España;Total;Argentina;2020S1;7
Ambos sexos;De 20 a 24 años;España;Total;Argentina;2019S2;11
Ambos sexos;De 20 a 24 años;España;Total;Argentina;2019S1;8
Ambos sexos;De 20 a 24 años;España;Total;Argentina;2018S2;9
Ambos sexos;De 20 a 24 años;España;Total;Argentina;2018S1;10
Ambos sexos;De 20 a 24 años;España;Total;Argentina;2017S2;16
Ambos sexos;De 20 a 24 años;España;Total;Argentina;2017S1;17
Ambos sexos;De 20 a 24 años;España;Total;Argentina;2016S2;23
Ambos sexos;De 20 a 24 años;España;Total;Argentina;2016S1;15
Ambos sexos;De 20 a 24 años;España;Total;Argentina;2015S2;22
Ambos sexos;De 20 a 24 años;España;Total;Argentina;2015S1;16
Ambos sexos;De 20 a 24 años;España;Total;Argentina;2014S2;14
Ambos sexos;De 20 a 24 años;España;Total;Argentina;2014S1;15
Ambos sexos;De 20 a 24 años;España;Total;Argentina;2013S2;12
Ambos sexos;De 20 a 24 años;España;Total;Argentina;2013S1;10
Ambos sexos;De 20 a 24 años;España;Total;Argentina;2012S2;12
Ambos sexos;De 20 a 24 años;España;Total;Argentina;2012S1;20
Ambos sexos;De 20 a 24 años;España;Total;Argentina;2011S2;16
Ambos sexos;De 20 a 24 años;España;Total;Argentina;2011S1;16
Ambos sexos;De 20 a 24 años;España;Total;Argentina;2010S2;19
Ambos sexos;De 20 a 24 años;España;Total;Argentina;2010S1;11
Ambos sexos;De 20 a 24 años;España;Total;Argentina;2009S2;16
Ambos sexos;De 20 a 24 años;España;Total;Argentina;2009S1;17
Ambos sexos;De 20 a 24 años;España;Total;Argentina;2008S2;11
Ambos sexos;De 20 a 24 años;España;Total;Argentina;2008S1;11
Ambos sexos;De 20 a 24 años;España;Total;Bolivia;2021S1;4
Ambos sexos;De 20 a 24 años;España;Total;Bolivia;2020S2;0
Ambos sexos;De 20 a 24 años;España;Total;Bolivia;2020S1;3
Ambos sexos;De 20 a 24 años;España;Total;Bolivia;2019S2;0
Ambos sexos;De 20 a 24 años;España;Total;Bolivia;2019S1;1
Ambos sexos;De 20 a 24 años;España;Total;Bolivia;2018S2;1
Ambos sexos;De 20 a 24 años;España;Total;Bolivia;2018S1;1
Ambos sexos;De 20 a 24 años;España;Total;Bolivia;2017S2;0
Ambos sexos;De 20 a 24 años;España;Total;Bolivia;2017S1;2
Ambos sexos;De 20 a 24 años;España;Total;Bolivia;2016S2;3
Ambos sexos;De 20 a 24 años;España;Total;Bolivia;2016S1;0
Ambos sexos;De 20 a 24 años;España;Total;Bolivia;2015S2;5
Ambos sexos;De 20 a 24 años;España;Total;Bolivia;2015S1;3
Ambos sexos;De 20 a 24 años;España;Total;Bolivia;2014S2;2
Ambos sexos;De 20 a 24 años;España;Total;Bolivia;2014S1;5
Ambos sexos;De 20 a 24 años;España;Total;Bolivia;2013S2;1
Ambos sexos;De 20 a 24 años;España;Total;Bolivia;2013S1;4
Ambos sexos;De 20 a 24 años;España;Total;Bolivia;2012S2;2
Ambos sexos;De 20 a 24 años;España;Total;Bolivia;2012S1;1
Ambos sexos;De 20 a 24 años;España;Total;Bolivia;2011S2;1
Ambos sexos;De 20 a 24 años;España;Total;Bolivia;2011S1;2
Ambos sexos;De 20 a 24 años;España;Total;Bolivia;2010S2;3
Ambos sexos;De 20 a 24 años;España;Total;Bolivia;2010S1;1
Ambos sexos;De 20 a 24 años;España;Total;Bolivia;2009S2;1
Ambos sexos;De 20 a 24 años;España;Total;Bolivia;2009S1;7
Ambos sexos;De 20 a 24 años;España;Total;Bolivia;2008S2;2
Ambos sexos;De 20 a 24 años;España;Total;Bolivia;2008S1;2
Ambos sexos;De 20 a 24 años;España;Total;Brasil;2021S1;5
Ambos sexos;De 20 a 24 años;España;Total;Brasil;2020S2;2
Ambos sexos;De 20 a 24 años;España;Total;Brasil;2020S1;6
Ambos sexos;De 20 a 24 años;España;Total;Brasil;2019S2;7
Ambos sexos;De 20 a 24 años;España;Total;Brasil;2019S1;10
Ambos sexos;De 20 a 24 años;España;Total;Brasil;2018S2;12
Ambos sexos;De 20 a 24 años;España;Total;Brasil;2018S1;8
Ambos sexos;De 20 a 24 años;España;Total;Brasil;2017S2;6
Ambos sexos;De 20 a 24 años;España;Total;Brasil;2017S1;12
Ambos sexos;De 20 a 24 años;España;Total;Brasil;2016S2;11
Ambos sexos;De 20 a 24 años;España;Total;Brasil;2016S1;9
Ambos sexos;De 20 a 24 años;España;Total;Brasil;2015S2;13
Ambos sexos;De 20 a 24 años;España;Total;Brasil;2015S1;14
Ambos sexos;De 20 a 24 años;España;Total;Brasil;2014S2;19
Ambos sexos;De 20 a 24 años;España;Total;Brasil;2014S1;18
Ambos sexos;De 20 a 24 años;España;Total;Brasil;2013S2;10
Ambos sexos;De 20 a 24 años;España;Total;Brasil;2013S1;13
Ambos sexos;De 20 a 24 años;España;Total;Brasil;2012S2;19
Ambos sexos;De 20 a 24 años;España;Total;Brasil;2012S1;11
Ambos sexos;De 20 a 24 años;España;Total;Brasil;2011S2;16
Ambos sexos;De 20 a 24 años;España;Total;Brasil;2011S1;8
Ambos sexos;De 20 a 24 años;España;Total;Brasil;2010S2;30
Ambos sexos;De 20 a 24 años;España;Total;Brasil;2010S1;8
Ambos sexos;De 20 a 24 años;España;Total;Brasil;2009S2;7
Ambos sexos;De 20 a 24 años;España;Total;Brasil;2009S1;5
Ambos sexos;De 20 a 24 años;España;Total;Brasil;2008S2;6
Ambos sexos;De 20 a 24 años;España;Total;Brasil;2008S1;2
Ambos sexos;De 20 a 24 años;España;Total;Colombia;2021S1;15
Ambos sexos;De 20 a 24 años;España;Total;Colombia;2020S2;6
Ambos sexos;De 20 a 24 años;España;Total;Colombia;2020S1;6
Ambos sexos;De 20 a 24 años;España;Total;Colombia;2019S2;9
Ambos sexos;De 20 a 24 años;España;Total;Colombia;2019S1;8
Ambos sexos;De 20 a 24 años;España;Total;Colombia;2018S2;5
Ambos sexos;De 20 a 24 años;España;Total;Colombia;2018S1;10
Ambos sexos;De 20 a 24 años;España;Total;Colombia;2017S2;5
Ambos sexos;De 20 a 24 años;España;Total;Colombia;2017S1;5
Ambos sexos;De 20 a 24 años;España;Total;Colombia;2016S2;3
Ambos sexos;De 20 a 24 años;España;Total;Colombia;2016S1;5
Ambos sexos;De 20 a 24 años;España;Total;Colombia;2015S2;4
Ambos sexos;De 20 a 24 años;España;Total;Colombia;2015S1;11
Ambos sexos;De 20 a 24 años;España;Total;Colombia;2014S2;3
Ambos sexos;De 20 a 24 años;España;Total;Colombia;2014S1;12
Ambos sexos;De 20 a 24 años;España;Total;Colombia;2013S2;7
Ambos sexos;De 20 a 24 años;España;Total;Colombia;2013S1;1
Ambos sexos;De 20 a 24 años;España;Total;Colombia;2012S2;5
Ambos sexos;De 20 a 24 años;España;Total;Colombia;2012S1;1
Ambos sexos;De 20 a 24 años;España;Total;Colombia;2011S2;1
Ambos sexos;De 20 a 24 años;España;Total;Colombia;2011S1;3
Ambos sexos;De 20 a 24 años;España;Total;Colombia;2010S2;2
Ambos sexos;De 20 a 24 años;España;Total;Colombia;2010S1;2
Ambos sexos;De 20 a 24 años;España;Total;Colombia;2009S2;1
Ambos sexos;De 20 a 24 años;España;Total;Colombia;2009S1;0
Ambos sexos;De 20 a 24 años;España;Total;Colombia;2008S2;2
Ambos sexos;De 20 a 24 años;España;Total;Colombia;2008S1;3
Ambos sexos;De 20 a 24 años;España;Total;Chile;2021S1;2
Ambos sexos;De 20 a 24 años;España;Total;Chile;2020S2;1
Ambos sexos;De 20 a 24 años;España;Total;Chile;2020S1;5
Ambos sexos;De 20 a 24 años;España;Total;Chile;2019S2;4
Ambos sexos;De 20 a 24 años;España;Total;Chile;2019S1;5
Ambos sexos;De 20 a 24 años;España;Total;Chile;2018S2;4
Ambos sexos;De 20 a 24 años;España;Total;Chile;2018S1;8
Ambos sexos;De 20 a 24 años;España;Total;Chile;2017S2;8
Ambos sexos;De 20 a 24 años;España;Total;Chile;2017S1;11
Ambos sexos;De 20 a 24 años;España;Total;Chile;2016S2;14
Ambos sexos;De 20 a 24 años;España;Total;Chile;2016S1;31
Ambos sexos;De 20 a 24 años;España;Total;Chile;2015S2;29
Ambos sexos;De 20 a 24 años;España;Total;Chile;2015S1;31
Ambos sexos;De 20 a 24 años;España;Total;Chile;2014S2;14
Ambos sexos;De 20 a 24 años;España;Total;Chile;2014S1;21
Ambos sexos;De 20 a 24 años;España;Total;Chile;2013S2;27
Ambos sexos;De 20 a 24 años;España;Total;Chile;2013S1;14
Ambos sexos;De 20 a 24 años;España;Total;Chile;2012S2;23
Ambos sexos;De 20 a 24 años;España;Total;Chile;2012S1;15
Ambos sexos;De 20 a 24 años;España;Total;Chile;2011S2;36
Ambos sexos;De 20 a 24 años;España;Total;Chile;2011S1;6
Ambos sexos;De 20 a 24 años;España;Total;Chile;2010S2;8
Ambos sexos;De 20 a 24 años;España;Total;Chile;2010S1;8
Ambos sexos;De 20 a 24 años;España;Total;Chile;2009S2;3
Ambos sexos;De 20 a 24 años;España;Total;Chile;2009S1;5
Ambos sexos;De 20 a 24 años;España;Total;Chile;2008S2;6
Ambos sexos;De 20 a 24 años;España;Total;Chile;2008S1;6
Ambos sexos;De 20 a 24 años;España;Total;Ecuador;2021S1;10
Ambos sexos;De 20 a 24 años;España;Total;Ecuador;2020S2;3
Ambos sexos;De 20 a 24 años;España;Total;Ecuador;2020S1;13
Ambos sexos;De 20 a 24 años;España;Total;Ecuador;2019S2;5
Ambos sexos;De 20 a 24 años;España;Total;Ecuador;2019S1;7
Ambos sexos;De 20 a 24 años;España;Total;Ecuador;2018S2;2
