"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","DNK","Denmark","2017","2017",19.5,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","DNK","Denmark","2018","2018",18.9,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","DNK","Denmark","2019","2019",18.7,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","FIN","Finland","2000","2000",21.9,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","FIN","Finland","2001","2001",22.5,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","FIN","Finland","2002","2002",20.7,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","FIN","Finland","2003","2003",21.1,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","FIN","Finland","2004","2004",19.6,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","FIN","Finland","2005","2005",20.4,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","FIN","Finland","2006","2006",20.1,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","FIN","Finland","2007","2007",21.5,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","FIN","Finland","2008","2008",21.1,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","FIN","Finland","2009","2009",21.3,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","FIN","Finland","2010","2010",21,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","FIN","Finland","2011","2011",23.2,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","FIN","Finland","2012","2012",22.6,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","FIN","Finland","2013","2013",21.4,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","FIN","Finland","2014","2014",20.9,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","FIN","Finland","2015","2015",20,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","FIN","Finland","2016","2016",19.4,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","FIN","Finland","2017","2017",17.6,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","FIN","Finland","2018","2018",17.5,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","FIN","Finland","2019","2019",16.6,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","FRA","France","2000","2000",31.5,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","FRA","France","2001","2001",31,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","FRA","France","2002","2002",30.4,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","FRA","France","2003","2003",26.9,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","FRA","France","2004","2004",25.1,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","FRA","France","2005","2005",26.5,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","FRA","France","2006","2006",25.7,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","FRA","France","2007","2007",26.2,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","FRA","France","2008","2008",29.2,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","FRA","France","2009","2009",30.6,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","FRA","France","2010","2010",29.3,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","FRA","France","2011","2011",29.2,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","FRA","France","2012","2012",30.1,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","FRA","France","2013","2013",30.2,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","FRA","France","2014","2014",29.2,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","FRA","France","2015","2015",29.7,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","FRA","France","2016","2016",29.6,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","FRA","France","2017","2017",28.5,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","FRA","France","2018","2018",29.7,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","FRA","France","2019","2019",29.8,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","GRC","Greece","2000","2000",28.4,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","GRC","Greece","2001","2001",28.4,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","GRC","Greece","2002","2002",29.5,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","GRC","Greece","2003","2003",30.1,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","GRC","Greece","2004","2004",29.8,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","GRC","Greece","2005","2005",31.1,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","GRC","Greece","2006","2006",38.5,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","GRC","Greece","2007","2007",40.5,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","GRC","Greece","2008","2008",42.1,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","GRC","Greece","2009","2009",41.5,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","GRC","Greece","2010","2010",39.3,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","GRC","Greece","2011","2011",37,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","GRC","Greece","2012","2012",33.3,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","GRC","Greece","2013","2013",34.1,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","GRC","Greece","2014","2014",34.6,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","GRC","Greece","2015","2015",38.5,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","GRC","Greece","2016","2016",40.6,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","GRC","Greece","2017","2017",34.2,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","GRC","Greece","2018","2018",37.9,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","GRC","Greece","2019","2019",39.4,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","HUN","Hungary","2001","2001",17.6,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","HUN","Hungary","2002","2002",16.3,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","HUN","Hungary","2003","2003",18.1,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","HUN","Hungary","2004","2004",17.2,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","HUN","Hungary","2005","2005",18.4,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","HUN","Hungary","2006","2006",17.2,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","HUN","Hungary","2007","2007",15.8,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","HUN","Hungary","2008","2008",15.9,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","HUN","Hungary","2009","2009",16.5,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","HUN","Hungary","2010","2010",16.2,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","HUN","Hungary","2011","2011",16.1,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","HUN","Hungary","2012","2012",15.3,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","HUN","Hungary","2013","2013",15.8,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","HUN","Hungary","2014","2014",16.5,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","HUN","Hungary","2015","2015",17.2,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","HUN","Hungary","2016","2016",15.7,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","HUN","Hungary","2017","2017",15.9,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","HUN","Hungary","2018","2018",16.2,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","HUN","Hungary","2019","2019",15.8,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISL","Iceland","2000","2000",20.5,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISL","Iceland","2001","2001",20,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISL","Iceland","2002","2002",20.6,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISL","Iceland","2003","2003",18.7,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISL","Iceland","2004","2004",19.4,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISL","Iceland","2005","2005",20.9,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISL","Iceland","2006","2006",18.5,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISL","Iceland","2010","2010",21.2,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISL","Iceland","2011","2011",21.3,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISL","Iceland","2012","2012",21.3,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISL","Iceland","2013","2013",21.2,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","IRL","Ireland","2004","2004",18.3,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","IRL","Ireland","2005","2005",18.4,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","IRL","Ireland","2006","2006",20.1,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","IRL","Ireland","2007","2007",20.8,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","IRL","Ireland","2008","2008",20.8,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","IRL","Ireland","2009","2009",19.1,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","IRL","Ireland","2010","2010",19.1,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","IRL","Ireland","2011","2011",20.9,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","IRL","Ireland","2012","2012",21.1,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","IRL","Ireland","2013","2013",21.8,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","IRL","Ireland","2014","2014",21.2,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","IRL","Ireland","2015","2015",23.1,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","IRL","Ireland","2016","2016",22.1,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","IRL","Ireland","2017","2017",21,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","IRL","Ireland","2018","2018",22.5,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","IRL","Ireland","2019","2019",22.9,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ITA","Italy","2005","2005",22.2,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ITA","Italy","2007","2007",25.6,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ITA","Italy","2008","2008",26.9,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ITA","Italy","2010","2010",28.9,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ITA","Italy","2011","2011",29.2,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ITA","Italy","2012","2012",28.6,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ITA","Italy","2013","2013",29.4,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ITA","Italy","2014","2014",27.7,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ITA","Italy","2015","2015",27.8,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ITA","Italy","2016","2016",27.6,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ITA","Italy","2017","2017",24.3,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ITA","Italy","2018","2018",24.5,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ITA","Italy","2019","2019",24.6,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","KOR","Korea","2008","2008",32.8,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","KOR","Korea","2009","2009",33.4,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","KOR","Korea","2010","2010",34.2,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","KOR","Korea","2011","2011",36.9,"B","Break"
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","KOR","Korea","2012","2012",37.9,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","KOR","Korea","2013","2013",38.6,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","KOR","Korea","2014","2014",40.5,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","KOR","Korea","2015","2015",39.9,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","KOR","Korea","2016","2016",39,"B","Break"
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","KOR","Korea","2017","2017",37.9,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","KOR","Korea","2018","2018",38.7,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","KOR","Korea","2019","2019",34.5,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","LUX","Luxembourg","2000","2000",26.2,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","LUX","Luxembourg","2001","2001",26.3,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","LUX","Luxembourg","2002","2002",26.2,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","LUX","Luxembourg","2003","2003",27.1,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","LUX","Luxembourg","2004","2004",23.4,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","LUX","Luxembourg","2005","2005",24.6,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","LUX","Luxembourg","2006","2006",25.6,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","LUX","Luxembourg","2007","2007",29,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","LUX","Luxembourg","2008","2008",29,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","LUX","Luxembourg","2009","2009",30,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","LUX","Luxembourg","2010","2010",29,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","LUX","Luxembourg","2011","2011",29.1,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","LUX","Luxembourg","2012","2012",29,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","LUX","Luxembourg","2013","2013",28.8,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","LUX","Luxembourg","2014","2014",27.1,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","LUX","Luxembourg","2015","2015",27.3,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","LUX","Luxembourg","2016","2016",26.8,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","LUX","Luxembourg","2017","2017",26.3,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","LUX","Luxembourg","2018","2018",25.9,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","LUX","Luxembourg","2019","2019",25.1,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2000","2000",9.3,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2001","2001",9.3,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2002","2002",9.4,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2010","2010",13.4,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2011","2011",13.5,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2012","2012",13.6,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2013","2013",13.1,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2014","2014",12.8,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2015","2015",13,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2016","2016",12.8,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2017","2017",12.4,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2018","2018",12.5,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2019","2019",12.3,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2001","2001",16.4,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2002","2002",16.7,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2003","2003",16.6,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2004","2004",16.7,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2005","2005",17.7,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2006","2006",16.9,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2007","2007",17.7,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2008","2008",18.1,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2009","2009",18.6,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2010","2010",18.2,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2011","2011",19,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2012","2012",19.6,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2013","2013",18.9,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2014","2014",18.7,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2015","2015",18.5,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2016","2016",18.1,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2017","2017",17.7,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2018","2018",17.3,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2019","2019",17,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","POL","Poland","2000","2000",22.1,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","POL","Poland","2001","2001",23.8,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","POL","Poland","2002","2002",19.8,,
"PHARINFC","J-Antiinfectives for systemic use","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","POL","Poland","2014","2014",23.4,,
